"Username","group2","Reach"
"@britt_tastic","Scientists",91
"@brittain_david","Public",19
"@brittanibrownn","Public",107
"@brittany_adam","Scientists",267
"@brittanyalward","Outreach",76
"@brittanylcombs","Scientists",113
"@brittfryx","Public",197
"@brittgroosman","Applied",257
"@brittita7","Public",58
"@brittkeeling","Scientists",72
"@brittneyagrimm","Public",41
"@brittneydawney","Public",163
"@brittzinator","Scientists",132
"@briweeks_ny","Public",63
"@brixhamphil","Public",390
"@brjg1969","Public",651
"@brjmoreira","Scientists",44
"@brkfstbchlr","Public",388
"@brli","Public",366
"@brlindsay88","Public",194
"@brlockwood","Scientists",413
"@brmcgove","Public",26
"@brmosko","Public",27
"@brmperc","Public",472
"@brn2code","Public",145
"@broacja","Public",16
"@broadgavin","Public",261
"@broadinstitute","Public",13710
"@brocansky","Public",3588
"@brockcallen","Public",248
"@brockettbruce","Scientists",752
"@brockingtonian","Scientists",137
"@brockxerox","Public",852
"@brodalumab","Public",1349909
"@brodiegal","Public",8123
"@brodieguy","Public",572
"@brodierobert","Public",227
"@brokenrib","Public",254
"@brokentortuga","Scientists",111
"@broknarwapparel","Public",458
"@brols","Scientists",164
"@bromure","Scientists",310
"@bron1smith","Public",11
"@bron2042","Scientists",1098
"@bronsonford","Public",690
"@brontaylor","Scientists",523
"@brontozaurus","Outreach",161
"@brontyman","Public",16461
"@bronwendickey","Media",596
"@bronwynlabrum","Outreach",1324
"@bronwynrotgans","Public",113
"@broockybalboa","Public",321
"@brookce","Public",216
"@brookclinton","Scientists",83
"@brooke_all7","Scientists",23
"@brooke_laflamme","Media",431
"@brookebosborne","Scientists",141
"@brookedbarton","Media",549
"@brookefanson","Scientists",434
"@brookefanson","Media",434
"@brookejarvis","Scientists",6753
"@brookelbateman","Scientists",52
"@brookenhorton","Media",282
"@brookes_ktp","Public",733
"@brookesimler","Media",580
"@brooklebee","Scientists",93
"@brooklynbaker","Public",6069
"@brooklynfitchik","Media",5829
"@brooks_rob","Scientists",1988
"@brooks_rob","Media",1988
"@brooksci","Scientists",399
"@brookskaiser","Scientists",294
"@brookswoodneigh","Public",23
"@brooktroutbob","Public",85
"@brooktsiminis","Scientists",471
"@brophyanne","Public",470
"@brophyecology","Scientists",136
"@brossardd","Scientists",1428
"@brotherofthesun","Media",633
"@brown_caleb_m","Scientists",515
"@brownbagfilms","Media",11626
"@browncohen","Media",962
"@brownelizard","Scientists",5
"@browniequeen","Public",59
"@brownjosephw","Scientists",583
"@brownlifesci","Media",1624
"@brownloather","Public",1362
"@brownmatt92871","Public",19
"@brownmjason","Public",571
"@brownmtnman","Public",24
"@brownschool_","Public",33
"@brownu2001","Public",59
"@brpentz","Public",28
"@brrrzy","Public",135
"@brsawrey","Media",78
"@bruce_rawlings","Scientists",148
"@bruce_rooster","Public",79
"@brucechemjor","Public",135
"@brucectaylor","Public",273
"@bruceekendall","Scientists",50
"@brucehillmelb","Media",424
"@bruceholmquist","Public",1129
"@brucemcadam","Scientists",135
"@brucemunnings","Public",449
"@brucerannala","Scientists",276
"@brucew_o","Outreach",428
"@brucewilpon","Public",63
"@brucifr76","Media",490
"@brucini","Public",502
"@bruhpad","Public",936
"@bruinblondie","Outreach",46
"@bruinoceans","Applied",141
"@brujikris","Scientists",37
"@brumaz","Scientists",72
"@brumfed10","Public",193
"@brunalab","Scientists",994
"@brunetteobarbie","Public",330
"@bruno_ellen","Public",468
"@bruno_giambe","Media",4515
"@bruno501","Public",13
"@brunobuzatto","Scientists",71
"@brunocerous","Media",973
"@brunocork","Applied",581
"@brunovelde","Scientists",395
"@brunsonm2","Scientists",135
"@brunswickyeah","Public",221
"@bruntonsara","Media",116
"@brute_thought","Scientists",229
"@brutebeast","Public",20
"@brwaine","Public",185
"@brwaterhouse","Scientists",195
"@brwbowen","Scientists",27
"@bry_papers","Scientists",87
"@bryan_field15","Public",1477
"@bryanbarash","Public",6759
"@bryanccarstens","Scientists",240
"@bryanchristy","Media",2038
"@bryanjndvm","Scientists",37
"@bryankinane","Scientists",77
"@bryanlmcdonald","Scientists",97
"@bryanlstuart","Outreach",268
"@bryanmaitland","Scientists",61
"@bryanpfeiffer","Scientists",422
"@bryanpfeiffer","Media",422
"@bryanplymale","Public",1008
"@bryanrasmussen1","Scientists",93
"@bryansmadera","Public",104
"@bryanstewart27","Scientists",68
"@bryanstovall","Media",740
"@bryant3s","Public",272
"@bryanwbrooks","Scientists",63
"@brycchan","Scientists",875
"@brycem","Scientists",72
"@brynapizzo","Public",294
"@brynature","Media",5281
"@brynenvironment","Public",1661
"@bryngaertner","Public",47
"@brynnbell","Public",196
"@bryonymanley","Scientists",298
"@bryonymanley","Media",298
"@bryworthington","Applied",4437
"@brz1879_dk","Scientists",29
"@bs_pp","Scientists",1646
"@bsacth","Public",444
"@bsandvicensis","Scientists",47
"@bsascotstudies","Scientists",315
"@bsbibotany","Scientists",4599
"@bsboysbiology","Scientists",84
"@bschagerstrom","Media",745
"@bschillace","Outreach",2583
"@bscsustain","Public",819
"@bsg_postgrads","Scientists",495
"@bsgecology","Public",1099
"@bsharpenuff","Public",42
"@bshorofsky","Public",183
"@bsixten","Public",28
"@bslindgren","Scientists",417
"@bsosumd","Public",2228
"@bspss","Scientists",170
"@bstarzomski","Scientists",410
"@bstdisneyquotez","Public",4498
"@bsteverman","Media",967
"@bstockwell","Scientists",2464
"@bsuther7","Public",55
"@bszoology","Public",264
"@btaranger","Public",167
"@btbarney","Scientists",58
"@btbvaccine","Public",399
"@btcatumd","Public",575
"@btcea","Scientists",753
"@btdriscoll","Scientists",24
"@btforsythe","Public",105
"@btg_wildlife","Outreach",9
"@btganderson","Public",188
"@btgzac","Media",14
"@bti_umn","Scientists",53
"@btilstonsmith","Outreach",303
"@btis_mvc","Scientists",218
"@btjakes","Scientists",875
"@bto_cornwall","Public",163
"@bto_scotland","Public",3274
"@btorobrob","Scientists",485
"@btorobrob","Media",485
"@btrips023","Public",81
"@btrwx","Scientists",577
"@bttpfilms","Media",1119
"@btwdiving","Public",182
"@btweetd","Public",453
"@btx_hai","Public",68
"@buanaluca","Public",154
"@bubblegumpost","Public",574
"@bubblegumslife_","Scientists",393
"@bubblegumslife_","Media",393
"@bubbles_sask","Scientists",335
"@bubbles_white","Media",1708
"@bubblet_wear","Public",106
"@bubiogeo","Public",194
"@bubo_the_owl","Public",1023
"@buchanding","Public",124
"@buckaroo_actual","Public",10
"@bucketofsuds","Scientists",101
"@bucketscientist","Scientists",177
"@buckleyhannah","Scientists",230
"@buckleymac","Public",62
"@bucktailer","Public",52
"@buddhadog","Public",2554
"@buddhajeans","Public",7290
"@buddhimadasun","Public",63
"@buddhoe","Public",337
"@buddingrose418","Public",3257
"@buddy2blogger","Media",2852
"@budeez123","Outreach",320
"@budgardencentre","Public",2695
"@budgetbirding","Public",126
"@budgie2013","Media",93
"@budhaig","Scientists",897
"@budhaig","Media",897
"@budwoodbud","Public",3873
"@buehler_on_oahu","Scientists",224
"@buellsar","Public",232
"@buenvirochange","Public",102
"@bufadienolides","Scientists",83
"@buffbotanist","Scientists",3
"@buforestry","Scientists",285
"@bug_gwen","Scientists",11772
"@bug_hotel","Public",655
"@bug_science","Scientists",104
"@bug_tea","Scientists",60
"@bug_woman","Public",224
"@bugbiter","Scientists",489
"@bugblokenz","Outreach",1441
"@bugbotherer","Scientists",286
"@bugboybaker","Scientists",23625
"@bugboybaker","Media",23625
"@bugcheese","Scientists",66
"@bugcollectors","Scientists",384
"@bugcollectors","Outreach",384
"@bugdreams","Media",3954
"@bugecology","Scientists",240
"@bugelidae","Scientists",19
"@bugemporium","Public",97
"@bugeric","Scientists",430
"@bugeric","Media",430
"@bughunter1970","Public",19
"@buglabid","Public",811
"@buglady4ever","Media",149
"@bugmanbikeman","Scientists",18
"@bugmanjones","Public",2056
"@bugnationforums","Public",320
"@bugnerdbrian","Scientists",18
"@bugopolis","Public",75
"@bugpix1","Media",48
"@bugquestions","Public",430
"@bugs_cl","Public",26
"@bugs_for_life","Public",707
"@bugsalome","Scientists",39
"@bugsfordinner","Public",2089
"@bugshop1","Public",561
"@bugsonthemenu","Public",436
"@bugstoreys","Public",202
"@bugswormsnbats","Scientists",33
"@bugsybunniz","Public",1375
"@bugsymac1","Public",570
"@bugunderglass","Public",249
"@bugwatergel","Public",281
"@buhlerstephanie","Scientists",55
"@builderscracknz","Public",5024
"@built_envi","Scientists",667
"@buiski","Public",114
"@bujulicious","Public",595
"@bulboussquidge","Scientists",94
"@bulgood","Public",3371
"@bulindichimps","Public",458
"@bulk_soil","Scientists",73
"@bulkapothecary","Public",2095
"@bulkreefsupply","Outreach",2360
"@bulldog_ant","Scientists",1086
"@bulletinatomic","Public",12128
"@bulletproofppl","Media",49
"@bulworthy","Media",450
"@bumbanian","Scientists",343
"@bumble_watching","Public",3037
"@bumblebee_farm","Applied",961
"@bumblebeef","Public",197
"@bumblebeemaster","Applied",435
"@bumblingabout","Scientists",272
"@bumfudgemacsnot","Public",261
"@bumpatbu","Scientists",142
"@bunchedblackswn","Public",62
"@bundabergfloris","Public",326
"@bungec22","Public",17
"@buni2shy","Public",28
"@bunnalsom","Scientists",51
"@bunnefeld","Scientists",825
"@bunniboila","Public",581
"@bunny_shark","Scientists",323
"@bunnyandbabes","Public",367
"@bunnyusagi","Scientists",28
"@bunruh","Scientists",63
"@bunsen_b","Scientists",156
"@buonaspeme","Media",595
"@buoychdiver","Scientists",208
"@burak_brkylmz","Public",488
"@buraktanyolac","Public",147
"@burakuslu","Scientists",36
"@burakyigman","Public",671
"@buramakeita","Public",674
"@burcugumustekin","Public",241
"@burdick_melissa","Public",443
"@burdr","Public",5157
"@bureaucatliu","Scientists",824
"@bureaucatliu","Media",824
"@burgerbbq","Public",420
"@burgersgirl1","Public",208
"@burginam","Scientists",186
"@burhan_france","Public",23
"@burkelibraryuts","Public",453
"@burkemfmike","Media",33
"@burkemtnnats","Public",676
"@burkepilelab","Public",117
"@burketah","Scientists",270
"@burkmarr","Scientists",276
"@burleymais","Public",353
"@burmzwie","Scientists",250
"@burnsmcdonnell","Public",7193
"@burntheivory","Public",1518
"@burpeemuseum","Outreach",1542
"@burrengeopark","Public",1387
"@burriach","Scientists",59
"@burrowmealex","Public",248
"@burrungandjii","Public",16
"@burt_jenn","Scientists",446
"@burton_media","Public",4729
"@burylung","Public",197
"@bushbabeofoz","Public",1289
"@bushbark","Public",616
"@bushboywhotweet","Public",719
"@bushcraftchris","Media",1371
"@bushheritageaus","Public",1527
"@bushmagic","Media",1307
"@bushmansfriend","Media",501
"@bushmanstevo","Public",408
"@bushnellnature","Public",780
"@bushwarriors","Applied",4983
"@businessiowa","Public",11814
"@businesstrade1","Public",70
"@bustblair","Public",54
"@bustyrustyxx","Public",119
"@busycorner","Public",341
"@busylizzy","Public",187
"@busyracheal","Outreach",18
"@butandingnet","Public",133
"@buteobooks","Scientists",606
"@butlerlabbham","Outreach",885
"@butlersci","Public",323
"@buttah0lic","Public",48
"@butterfliesgb","Public",728
"@butterflydoc","Scientists",207
"@butterflyikway","Applied",396
"@butterflyikway","Media",396
"@butterflyology","Scientists",263
"@butterflytatus","Media",69
"@buwproject","Public",133
"@buxton_rachel","Scientists",260
"@buxtonmuseum","Outreach",873
"@buy_nothing","Public",314
"@buyaboatfromme","Public",189
"@buyahomeseminar","Public",14
"@buyblogposts","Media",2921
"@buycameradslr","Media",80
"@buyiezakuza","Scientists",592
"@buynorthpole","Public",168162
"@buyrington","Public",88
"@buzrd","Public",1070
"@buzz_dont_tweet","Public",22356
"@buzz_research","Media",50
"@buzz_ryt_here","Public",120
"@buzzcolour","Public",2073
"@buzzgoatley","Scientists",45
"@buzzhootroar","Public",1540
"@buzzlmk","Scientists",1453
"@buzznicholson","Scientists",39
"@bverheggen","Scientists",1470
"@bviark","Public",1
"@bvmcbr","Scientists",63
"@bvorpe","Public",559
"@bw_nelson","Scientists",53
"@bwanapapyrus","Scientists",4642
"@bwbooks","Public",21908
"@bwc_lem","Scientists",533
"@bwdmag","Public",7617
"@bwertz12","Public",881
"@bwestcineaste","Scientists",497
"@bwilson999","Scientists",307
"@bwireleftiie","Scientists",135
"@bwishnek","Scientists",75
"@bwithrow","Scientists",1000
"@bwjones","Scientists",2583
"@bwjones","Media",2583
"@bwozoo","Outreach",6
"@bwpfirrmann","Scientists",24
"@bwpickard","Public",62
"@bwriverkeeper","Applied",5239
"@bwueringer","Scientists",52
"@bxknits","Public",2463
"@by_rebecca","Media",481
"@bycatchorg","Public",4482
"@bydarrylfears","Media",2193
"@bydenemoore","Media",527
"@byebycatch","Scientists",98
"@byersj09","Media",190
"@byexley","Scientists",28
"@byjensangalang","Media",1235
"@byjohnroach","Media",202
"@byjustintan","Public",38
"@bykirkmoore","Media",897
"@bykriscampbell","Media",529
"@bymjwalker","Media",827
"@byron_wolkers","Public",187
"@byrone2384","Media",88
"@byronjsmith","Scientists",103
"@byronstuddard","Public",392
"@byronsweety","Public",114
"@bysarapaulson","Media",607
"@bythymetry","Public",116
"@byuctl","Outreach",1360
"@byuhobbes","Scientists",207
"@byzucasyhine","Public",239
"@bzbadger","Scientists",256
"@bzbadger","Media",256
"@bzed88","Scientists",316
"@c_bankier","Scientists",117
"@c_barrett9","Public",35
"@c_brainjuice","Public",192
"@c_c_ioannou","Scientists",207
"@c_cerulli","Scientists",1606
"@c_cerulli","Media",1606
"@c_cloutier15","Scientists",173
"@c_coombs","Scientists",197
"@c_dearden","Media",3683
"@c_delacy","Scientists",190
"@c_delacy","Media",190
"@c_e_gray","Scientists",33
"@c_frere","Scientists",32
"@c_harkin","Public",609
"@c_hawk_science","Scientists",108
"@c_hawq","Scientists",199
"@c_hendrick","Scientists",5229
"@c_hipkiss","Public",3765
"@c_hristin","Outreach",259
"@c_kochartist","Scientists",283
"@c_l_morgans","Scientists",47
"@c_lattin","Scientists",777
"@c_leschin","Media",3960
"@c_mantykap","Scientists",33
"@c_mayerl","Scientists",60
"@c_mitch18","Applied",47652
"@c_n_anderson","Scientists",805
"@c_o_t_e","Public",91
"@c_pollon","Media",269
"@c_quinn16","Public",204
"@c_r_macpherson","Media",162
"@c_rands","Scientists",301
"@c_ravinet","Media",168
"@c_s_hardtke","Scientists",737
"@c_shepard_","Public",589
"@c_wood","Public",354
"@c02hb1","Scientists",141
"@c0dcommentaries","Public",37
"@c0nc0rdance","Public",983
"@c0nservationsa","Public",740
"@c0ntributary","Scientists",326
"@c21w","Public",54
"@c2st","Scientists",1476
"@c2update","Media",871
"@c3gtt","Outreach",552
"@c3l3gans","Scientists",113
"@c3manchego","Scientists",66
"@c3program","Media",79
"@c3update","Scientists",579
"@c4atwid","Scientists",274
"@c4denbsmedev","Media",27
"@c4rnac","Scientists",146
"@c87decbfa352422","Public",15
"@ca_caton","Public",6
"@ca_king_tides","Public",549
"@ca_london","Media",3960
"@ca_under","Public",168
"@ca_waterkeepers","Public",5879
"@caaaaanaco","Public",144
"@caaaamus","Public",2445
"@caadland","Media",1858
"@caaruhhh","Public",168
"@cabbagee","Public",310
"@cabbageh2010","Public",1
"@cabbagesofdoom","Scientists",146
"@cabbidges","Public",867
"@cabi_news","Public",3833
"@cabinboy365","Scientists",54
"@cabinetguyllc","Public",25
"@cabinetkeeper","Scientists",109
"@cabinretreats","Public",13
"@cabirtle","Public",57
"@cablanchet","Scientists",76
"@cabotinstitute","Public",2175
"@cabrialab","Public",51
"@cabridea2","Public",291
"@cabrilloaqua","Outreach",2093
"@cacereshil","Scientists",18
"@cachevalleyutah","Public",251
"@cachevalleyweb","Public",40
"@cachivers","Scientists",354
"@cackleofrad","Scientists",729
"@cacroxie","Public",371
"@cacticookie","Media",68
"@cadairejones","Scientists",46
"@cadeechch","Public",296
"@cadellin2","Scientists",88
"@cadoceras","Public",9
"@cads2015","Scientists",231
"@cadwego","Applied",1305
"@caecilianbiol","Public",164
"@caelusconsult","Public",47523
"@caelusgreenroom","Media",48232
"@caemorar","Scientists",43
"@caenorelegans","Public",174
"@caer_reading","Scientists",160
"@caeresgresearch","Public",397
"@caeshattuck","Scientists",55
"@cafenexo","Public",689
"@cafescista","Scientists",133
"@caglarbakcay","Public",246
"@cagrimbakirci","Scientists",2306
"@cagsgaraway","Scientists",67
"@cahh_7seconds","Public",392
"@cain_blythe","Public",688
"@cairngormsceo","Public",542
"@cairnstony9","Public",159
"@cairotango","Scientists",1511
"@caisn2","Scientists",249
"@caithnessbirds","Media",539
"@caitlin_adams","Public",97
"@caitlincleaver","Scientists",95
"@caitlindomke","Media",502
"@caitlingrace_m","Public",158
"@caitlininmaine","Scientists",237
"@caitlinstern","Scientists",45
"@caitlinsway1995","Public",208
"@caitlittlef","Scientists",133
"@caitlyn_king","Scientists",358
"@caitlynmccrary","Media",689
"@caitmillar","Scientists",31
"@caitrionadougla","Scientists",74
"@caitrionation","Public",11847
"@caitsydney","Scientists",353
"@caiushia","Public",76
"@cajanvoodoo","Public",77
"@cajoubs","Public",46
"@cajuncin923","Public",874
"@cake_monstr","Scientists",30
"@cakecontent","Public",225
"@cakeisimportant","Media",203
"@cakexchange","Public",1161
"@cal","Public",80365
"@cal_crockart","Media",120
"@cal1634","Scientists",74
"@calacademy","Outreach",116109
