"Username","bio","faculty","student","mza","other.sci","outreach","sci.assoc","media","applied","politician","unknown","public"
"@biomadison",NA,0,0,0,0,0,0,0,0,0,1,0
"@brokenrib","mma artstone carving science activism against corruption oppression bitcoins welcome 15ppfsbg23dvkmhhlzy8wq2rtrntonisru rts not endorsements",0,0,0,0,0,0,0,0,0,0,1
"@donaldfrump","ego conatur ut aspiciam callidus",0,0,0,0,0,0,0,0,0,0,1
"@brsawrey","msc conservation science imperialcollegelondon author of the trees they grow addicted to books coffee nature",0,0,0,0,0,0,1,0,0,0,0
"@jessah73","nerdfighter mental health social justice hivampaids activist vegetarian artist positive sexuality social media at fullsoul",0,0,0,0,0,0,0,0,0,0,1
"@kilroyacademy","providing todays youth the knowledge skills they need to help save planet ocean utilizing webbased steam resources marineeducation",0,0,0,0,0,0,0,0,0,0,1
"@dallasripka",NA,0,0,0,0,0,0,0,0,0,1,0
"@bradythomas10",NA,0,0,0,0,0,0,0,0,0,1,0
"@kimbeachritchie","coral reef biologist coral bacterial symbionts global change marine policy",0,0,0,1,0,0,0,0,0,0,0
"@jonahtosney","pond explorer",0,0,0,0,0,0,0,0,0,0,1
"@bethstill","innovative teaching learning specislist lifelong learner passionate connector google certified teacher trainer im changing the world",0,0,0,0,1,0,0,0,0,0,0
"@bcg4duke","hospitalist at duke medicine specializing in clinical informatics tweets are my own may not reflect the views of my employer",0,0,0,0,0,0,0,0,0,0,1
"@ahartbrighton","to join in the resilience discussion please tweet me at bbresilience",0,0,0,0,0,0,0,0,0,0,1
"@daigofu52","m2 i love nature wild lives interested in preserving environment i want to save the environment of the earthd i love sports",0,0,0,0,0,0,0,0,0,0,1
"@dean_harris","serial entrepreneur tech guy i innovate ceo cofounder http tco lquvdn4jgv run surf snowboard dream big achieve enjoy just do it",0,0,0,0,0,0,0,0,0,0,1
"@gillmalin","academic university of east anglia biological oceanographer phycologist biogenic trace gases phytoplankton gender equality chair of resnet norwich uk",1,0,0,0,0,0,0,0,0,0,0
"@emilytmurray","senior research assoc ucl epi life course social epidemiologist geographic inequalities personal views",0,0,0,1,0,0,0,0,0,0,0
"@baljitkaurr",NA,0,0,0,0,0,0,0,0,0,1,0
"@jungealexander","phd fellow at center for noncoding rna in technology health ucph vice chair iscbsc interests rna bioinformatics machine learning",0,1,0,0,0,0,0,0,0,0,0
"@jofullcircle","genealogist guild of one name studies tillin",0,0,0,1,0,0,0,0,0,0,0
"@kate__hawkins",NA,0,0,0,0,0,0,0,0,0,1,0
"@brambleincam","stuff",0,0,0,0,0,0,0,0,0,0,1
"@faisal_moola","adjunct professor university of toronto york university liverpool fc supporter tweets are my own dont represent any organization",1,0,0,0,0,0,0,0,0,0,0
"@cgstorer","grad student scientist science communicator",0,1,0,0,0,0,0,0,0,0,0
"@jayjay_r","environmental scientist scifi fantasy reader runner cyclist with a soft spot for prog rock metal folk",0,0,0,1,0,0,0,0,0,0,0
"@eco_kipple",NA,0,0,0,0,0,0,0,0,0,1,0
"@andrewheaver","scientist writer communicator loves old trees rare creatures cups of tea proud owner of a phd",0,0,0,1,0,0,1,0,0,0,0
"@cckeely","phd candidate in the quantitative applied ecology group university of melbourne i study the conservation genetics of an endangered frog species",0,1,0,0,0,0,0,0,0,0,0
"@dejesusmorrobel","new yorker born dominican lover of zarathustras thoughts nietzsche believer in god student of evolution lover of economics research events",0,1,0,0,0,0,0,0,0,0,0
"@cian_hill","microbiology phd candidate in ucc focused on microbiota specifically the infant gut success is 1 inspiration 98 perspiration 2 attention to detail",0,1,0,0,0,0,0,0,0,0,0
"@jjstache","coastal ecology rstats",0,0,0,1,0,0,0,0,0,0,0
"@allisonguitor",NA,0,0,0,0,0,0,0,0,0,1,0
"@bookchinbot","socialecology bot",0,0,0,1,0,0,0,0,0,0,0
"@iescifest","1st annual inland empire science festival hosted by western science center multiple museums stem related companies agencies sharing science with the public",0,0,1,0,0,0,0,0,0,0,0
"@battylisa","loves bats birds botany other natural history not necessarily beginning with b the ability to learn is the gift that just keeps giving",0,0,0,0,0,0,0,0,0,0,1
"@ausbionet","the australian bioinformatics network is connecting people resources opportunities to increase the benefits australian bioinformatics can deliver",0,0,0,1,0,0,0,0,0,0,0
"@genomera","participantdriven health studies clinical trials breaking open bottlenecks in health research democratizing research accelerating therapies nwe",0,0,0,0,0,0,0,0,0,0,1
"@amazonecology","promoting understanding conservation sustainable development of communities in the amazon region through research community support education",0,0,0,0,0,0,0,0,0,0,1
"@bsteverman","reporter deputy personal finance editor at http tco otp8sx8fsy",0,0,0,0,0,0,1,0,0,0,0
"@fidz72","photo editor mostly for guardian guardianphotos freelance production manager",0,0,0,0,0,0,1,0,0,0,0
"@darkwaterdiver",NA,0,0,0,0,0,0,0,0,0,1,0
"@danweinreich",NA,0,0,0,0,0,0,0,0,0,1,0
"@hankhodde","coastal mgmt in gulf of mexico fsu seminole fanatic tweets on habitats sustainability resilience hazards climate change my tweets are my own",0,0,0,0,0,0,0,0,0,0,1
"@jackormond15","lm jack ormond at johnies rest in west elizabeth pai love horses i have one",0,0,0,0,0,0,0,0,0,0,1
"@jscottmacivor","ecology in urban landscapes",0,0,0,1,0,0,0,0,0,0,0
"@gottdenk","disease ecologist wildlife pathologist studies effects of environmental change on ecology evolution of infectious diseases",0,0,0,1,0,0,0,0,0,0,0
"@hiattjm",NA,0,0,0,0,0,0,0,0,0,1,0
"@_kcee","it looks better in black",0,0,0,0,0,0,0,0,0,0,1
"@dr_nikkikempers","dr kempers great deal of experience in treating families specializes in chronic medical conditions such as hyperlipidemia high cholesterol obesity",0,0,0,1,0,0,0,0,0,0,0
"@andybduke","post 21st century kind of guy with a prepubescent attitude cartoons are a food group",0,0,0,0,0,0,0,0,0,0,1
"@beverlybachman",NA,0,0,0,0,0,0,0,0,0,1,0
"@1alisalah1","psychologist lecturer writer ",1,0,0,0,0,0,0,0,0,0,0
"@cruxxco","amazon alibaba houzz for sustainable products smart tech https tco io2axho8i8",0,0,0,0,0,0,0,0,0,0,1
"@etchescollect","opening spring 2016 the etches collection will be the home of over 2000 kimmeridgian fossils brought to life in an interactive aquarium setting",0,0,1,0,0,0,0,0,0,0,0
"@__fairy_tale__","biyoloji filmler kitaplar",0,0,0,0,0,0,1,0,0,0,0
"@hesterloeff","opticien ctl specialist in ruste psychologie student ou bestuurslid moeder fossielenverzamelaar nooit te oud om te leren",0,1,0,0,0,0,0,0,0,0,0
"@bott_fly","zoology student i want to save the planet ",0,1,0,0,0,0,0,0,0,0,0
"@jentunefenwick","advocate for informal stem learning digital learning science media a lifelong for science director of institutional giving scifri tweets my views",0,1,0,0,0,0,0,0,0,0,0
"@esterserrao",NA,0,0,0,0,0,0,0,0,0,1,0
"@eianzconference","purveyor of important environmental policy practice initiatives prof training information on eianzs annual conference perth 2930 october 2015",1,0,0,0,0,0,0,0,0,0,0
"@adri_timberlake","im adri im a party rocker dd super fan of jtimberlake greenday lmfaoskittles paris 33 dddd im crazy follow me ",0,0,0,0,0,0,0,0,0,0,1
"@eatplanima","planima is an all organic canadian producer of healthy snacks created for the glutenfree paleo diets",0,0,0,0,0,0,1,0,0,0,0
"@biodiv_conseil","marine consultant caring for everything to do with coral reefs oceans",0,0,0,0,0,0,0,0,0,0,1
"@bioscienceaibs","authoritative articles discussion of current research in biology tweets by the editors of bioscience",0,0,0,1,0,0,0,0,0,0,0
"@himantura1","marine conservationist general naturegeek who also enjoys classical lit trail running views are my own",0,0,0,0,0,0,0,0,0,0,1
"@anjadivljan",NA,0,0,0,0,0,0,0,0,0,1,0
"@christophjoyce","npr science correspondent",0,0,0,0,0,0,1,0,0,0,0
"@bmazerobert",NA,0,0,0,0,0,0,0,0,0,1,0
"@dmill8107",NA,0,0,0,0,0,0,0,0,0,1,0
"@_jesssnow",NA,0,0,0,0,0,0,0,0,0,1,0
"@chandrutr","physics math philosophy history politics literature 3",0,0,0,0,0,0,0,0,0,0,1
"@jakobnalley",NA,0,0,0,0,0,0,0,0,0,1,0
"@dobaer","handson labs vmware vcdx 19 vexpert hp master ase cloud datacenter architect 14 replication monkey i enjoy running trevor",0,0,0,0,0,0,0,0,0,0,1
"@birdmama","native mainer watching writing birds environment coauthor maines favorite birds book bird columnist also love insects spiders a good cuppa tea",0,0,0,0,0,0,0,0,0,0,1
"@imperiledoceans","dedicated to help raise awareness on the threats to our oceans we are tied to the oceans if the oceans die we die sosoceans savesharks irinagreenvoice",0,0,0,0,0,0,0,0,0,0,1
"@canadiansteph","just a mom wife trying to do right by her family make it through each day to the best of my abilities",0,0,0,0,0,0,0,0,0,0,1
"@canucklimnogal","msc candidate in environmental toxicology studying the history of contaminant organic carbon deposition to lake sediments in northwestern canada",0,1,0,0,0,0,0,0,0,0,0
"@hasaka1980","molecular biologist aims to engineer durable disease resistance crops postdoctoral researcher at the sainsbury laboratory",0,1,0,0,0,0,0,0,0,0,0
"@andrenoviello","logcnice plus quun club une passion nissaamoremio valentin eysserics fan men bati siu nissarda ogcn viiimmxiv",0,0,0,0,0,0,0,0,0,0,1
"@answersinmarkov","parody of aig am i an incoherent the rejection of variation in a bad choice",0,0,0,0,0,0,0,0,0,0,1
"@bobkopp","cimate scientist earth historian geobiologist energy policy wonk faculty at rutgers earth sciences energy institute r ts not endorsements",1,0,0,0,0,0,0,0,0,0,0
"@6otilia",NA,0,0,0,0,0,0,0,0,0,1,0
"@kazimierz66",NA,0,0,0,0,0,0,0,0,0,1,0
"@gfbio_project","german federation for the curation of biological data vivid data sharing data intensive research within a sustainable data infrastructure",0,0,0,0,0,0,0,0,0,0,1
"@algiese","phd student studying glaciers climate water supply other interests rock climbing choral music red sox travel trail running",0,1,0,0,0,0,0,0,0,0,0
"@alexxcrow_","hakuna matata",0,0,0,0,0,0,0,0,0,0,1
"@jimprall",NA,0,0,0,0,0,0,0,0,0,1,0
"@josie_lester","green ecologist scubadiver knitter thespian servant to small menagerie",0,0,0,1,0,0,0,0,0,0,0
"@jmsh1966",NA,0,0,0,0,0,0,0,0,0,1,0
"@cal_crockart","writer actor compulsive liar",0,0,0,0,0,0,1,0,0,0,0
"@globalhelpforhw","are you searching for an excellent academic center to meet your homework assignment problems do not worry our company http tco g6r7etvkel is here",0,0,0,1,0,0,0,0,0,0,0
"@bettywillse","filmmaker fan anatomy junkie strategic storyteller game show guru smarter than a 5th grader",0,0,0,0,0,0,1,0,0,0,0
"@howitt_julia","applying environmental analytical chemistry from the alps to the ocean charles sturt university",0,0,0,0,0,0,0,0,0,0,1
"@bigpurpletomato","developing gm foods with genuine consumer benefits",0,0,0,0,0,0,0,0,0,0,1
"@fpilko","zoology graduate from newcastle uni focused on conservation evolution anatomy behaviour anthrozoology amateur taxidermist",0,0,0,1,0,0,0,0,0,0,0
"@fishvid","journalist covering marine issues fishing wave energy ship salvage",0,0,0,0,0,0,1,0,0,0,0
"@kattyeilleen","i am 26 years old mother of one having fun living life trying new things",0,0,0,0,0,0,0,0,0,0,1
"@cactuswwren",NA,0,0,0,0,0,0,0,0,0,1,0
"@catiecat94",NA,0,0,0,0,0,0,0,0,0,1,0
"@bonebraking","assistant professor at hkuniversity ecologist conservation biologist environmental scientist lepidopterist ptarmigan etc",1,0,0,0,0,0,0,0,0,0,0
"@hellohornbeam","making stuff that goes in your ears hbfblog contributor i want to be pigeonholed",0,0,0,0,0,0,1,0,0,0,0
"@jdubinsky","husband father professor of rhetoric writing host of new river sampler wuvtfm 907 fm director undergraduate studies d english vt",1,0,0,0,0,0,0,0,0,0,0
"@bradhoward2","average canadian",0,0,0,0,0,0,0,0,0,0,1
"@baldwin99749","the 1st thing that identifies me is that i am inupiaq the 2nd i am a mother of 3 3rd i am working towards my master of science at apu",0,0,0,0,0,0,0,0,0,0,1
"@katelynkdick",NA,0,0,0,0,0,0,0,0,0,1,0
"@acinojto","researchertravellerloves food life sustainable development environmental sustainability climate http tco fyuvflpz4h development",0,0,0,0,0,0,0,0,0,0,1
"@jmschrad","i study rna regulation of gene expression during bacterial development i really like bacteria",0,0,0,0,0,1,0,0,0,0,0
"@kendallwasqueen","remember where you teach you also must learn what you learn you must teach my mind is open namaste",0,0,0,0,1,0,0,0,0,0,0
"@ghentoxlab","the ghent university environmental toxicology lab ghentoxlab conducting innovative research to improve ecological risk assessment of chemicals",0,0,0,1,0,0,0,0,0,0,0
"@bcoombslee","president of compassion choices",0,0,0,0,0,0,0,0,0,0,1
"@heliyonjournal","heliyon is a multidisciplinary openaccess journal from elsevier with innovation collaboration at its core submit today at http tco cc8rhpiwon",0,0,0,0,0,1,0,0,0,0,0
"@bioinfoli","bioinformatics computational biology comparative genomics molecular evolution systems biology genetics google linux it",0,0,0,1,0,0,0,0,0,0,0
"@freedivermhg","freedive champion adventurer marine conservationist biologist",0,0,0,1,0,0,0,0,0,0,0
"@indieauthornews","indie author newswhere readers discover amazing authors book features hot new releases free ebooks author book promotion http tco cnzxcp5rrt",0,0,0,0,0,0,1,0,0,0,0
"@buzzhootroar","sharing science with art in 300 words or less",0,0,0,0,0,0,0,0,0,0,1
"@erikfyhom",NA,0,0,0,0,0,0,0,0,0,1,0
"@iain_matthews","senior teaching fellow in ecology centre for biological diversity pro dean advising for the faculty of science at university of st andrews",1,0,0,0,0,0,0,0,0,0,0
"@haljoneser","architect breeam ap father concerned environ mentalist",0,0,0,0,0,0,0,0,0,0,1
"@cornwallgc","the university of exeter cornwall grand challenges field course join us in june at the eden project elsewhere to learn about population pressures",0,0,0,0,0,1,0,0,0,0,0
"@joelwwood","assistant professor mytru rtendorsement",1,0,0,0,0,0,0,0,0,0,0
"@beatcapone","id rather be reading while drinking tea petting my cat",0,0,0,0,0,0,0,0,0,0,1
"@armanafzadeh","uc berkeley junior with a passion for paleobiology a penchant for pathologically broad ponderings enjoys alliteration",0,0,0,1,0,0,0,0,0,0,0
"@hrhqueencarla","exquisite or merely magnificent",0,0,0,0,0,0,0,0,0,0,1
"@garry_rogers","garry rogers is an advocate for wildlife nature conservation",0,0,0,0,0,0,0,0,0,0,1
"@adamhartscience","biologist bug botherer broadcaster prof of science comm uni of gloucestershire listen to my latest bbc radio 4 doc http tco sjnmrfkgk3",1,0,0,0,0,0,0,0,0,0,0
"@hjgravestock","sport biomechanics phd student bases se biomechanics dance aesthetic sport doer proud reader avid organiser all round creative nerd",0,1,0,0,0,0,0,0,0,0,0
"@d_giovannelli","microbiologist startupper sailor rugby playerpostdoc at rutgers deepsea micro lab associated to cnrismar twitts are my own",0,0,0,1,0,0,0,0,0,0,0
"@crabstock","promoting uk shellfish to the world",0,0,0,0,0,0,0,0,0,0,1
"@daniris_garcia",NA,0,0,0,0,0,0,0,0,0,1,0
"@jonniecapiro","zoo keeper sdzsafaripark wife foodie challenge seeker opportunist just wants to help the planet",0,0,1,0,0,0,0,0,0,0,0
"@caroline_last","research office college of life enviromental sciences passionate about nature conservation love maps travel shropshire hills views are my own",0,0,0,0,0,0,0,0,0,0,1
"@jprmachado81","biologist lost in megabits",0,0,0,1,0,0,0,0,0,0,0
"@alisonurbanbees","guardian journalist bee author who promotes urban bees with beesinthecity",0,0,0,0,0,0,1,0,0,0,0
"@cidkent","love horses dogs cats birds art all creative adventures",0,0,0,0,0,0,0,0,0,0,1
"@carvunis",NA,0,0,0,0,0,0,0,0,0,1,0
"@jatrophafuel","future oil grows on trees clean profitable",0,0,0,0,0,0,0,0,0,0,1
"@jpunfried_cr","biomedical research phd candidate working with lncrnas at cimaunav right now on tcga mitranscriptome analysis mode photography soundtracks",0,1,0,0,0,0,0,0,0,0,0
"@azfreelance","writer editor backyard birder writing tips http tco tnqi1pxm",0,0,0,0,0,0,1,0,0,0,0
"@f_andreoni",NA,0,0,0,0,0,0,0,0,0,1,0
"@drmikehampton","dean chaplin school of hospitality tourism management florida international university professional speaker for the hospitality industry fan of cycling",1,0,0,0,0,0,0,0,0,0,0
"@consumerdan","sun sentinel opinion page columnist writer loves fun technology toys shopping news all things south florida proud husband dad",0,0,0,0,0,0,1,0,0,0,0
"@jlehtoma","postdoc at helsinkiuni forest conservation biology computers sciencepolicy interfaces gis open science life http tco pe8z2ofvvt",0,1,0,0,0,0,0,0,0,0,0
"@catsnorses","artist wildlife campaigner all views are entirely my own",0,0,0,0,0,0,0,0,0,0,1
"@anaskale",NA,0,0,0,0,0,0,0,0,0,1,0
"@grayharborstrat","we believe in a fair equitable sustainable world for everyone that real change starts locally political advocacy communications consulting",0,0,0,0,0,0,1,0,0,0,0
"@davidhammerwwl","investigative reporter wwltv formerly timespic ap rebuilding new orleans by holding its leaders accountable",0,0,0,0,0,0,1,0,0,0,0
"@clsegebarth","photographer videographer explorer conservationist outdoorsman entomologist lepidopterist",0,0,0,1,0,0,1,0,0,0,0
"@evolutionshift","futurist keynote speaker adviser to ceos author entering the shift age the new health age is privacy dead the shift age shift ed",0,0,0,0,0,0,1,0,0,0,0
"@acsbuzz","advanced conservation strategies we make lives the environment better through science design innovation josh donlan leads acs",0,0,0,0,0,0,0,0,0,0,1
"@bioquip","if ure an entomologist hobbyist who appreciates the natural worldyoull find equipment bks u need to pursue ur work interest in entomologyamprelated sciences",0,0,0,1,0,0,0,0,0,0,0
"@beerclinton","buffy is real",0,0,0,0,0,0,0,0,0,0,1
"@johnbbruce",NA,0,0,0,0,0,0,0,0,0,1,0
"@juliemichelle","my coworkers are asteroid hunters astronauts ones a bunny rabbit i tweet do digital stuff for sentinelmission opinions may be from bunnyrotten",0,0,0,0,0,0,0,0,0,0,1
"@gfbertini","director at learning change project",0,0,0,0,0,0,0,0,0,0,1
"@chr1sdabarber","barber cutz stylez hair gallery 2014836436 78 linwood ave emerson nj bartender victory bliss headliner cell8622900543 sydney",0,0,0,0,0,0,0,0,0,0,1
"@justinewinkfie1","im a believer a bit of a dreamer",0,0,0,0,0,0,0,0,0,0,1
"@irss_ubc","the integrated remote sensing studio at ubc faculty of forestry led by professor nicholas coops investigates the use of remote sensing technology in forestry",1,0,0,0,0,0,0,0,0,0,0
"@benteh","tech student science visualisations art pencil paper html nature nonsense great believer in doodles history",0,1,0,0,0,0,0,0,0,0,0
"@damon_matthews","climate scientist professor parent sometimesactivist",1,0,0,0,0,0,0,0,0,0,0
"@divestlawsuit","on november 19 2014 harvard students sued the harvard corporation to compel it to withdraw its investments from fossil fuel companies",0,0,0,0,0,0,0,0,0,0,1
"@bernd_quart",NA,0,0,0,0,0,0,0,0,0,1,0
"@fredatoddperry","family friends good times interesting conversations music",0,0,0,0,0,0,0,0,0,0,1
"@eshackleton","tweeting from the imperial transantarctic expedition of 19141917 follow the adventure by otolythe",0,0,0,0,0,0,0,0,0,0,1
"@adoptadolphin","wdc adopt a dolphin 6 bottlenose dolphins from the moray firth to adopt supporting the work that wdc do in scotland around the world",0,0,0,0,0,0,0,0,0,0,1
"@briandhorne","coordinator for turtle conservation at the wildlife conservation society",0,0,0,0,0,1,0,0,0,0,0
"@jbschiff","neuroscientist studying sexually dimorphic innate behavior http tco e53shl2lxy http tco 7o755pmn7i mom as of march 2014 new yorker climber",0,1,0,0,0,0,0,0,0,0,0
"@anp5150","science i am a biology professor i study sharks teach college obsess over 80s music pop culture fisheries aquatic sciences phd",1,0,0,0,0,0,0,0,0,0,0
"@flores_mc_","unam biology caving lover relief photography literature music mochilazos",0,0,0,1,0,0,0,0,0,0,0
"@abcscu",NA,0,0,0,0,0,0,0,0,0,1,0
"@fishnure","producer of raceway grown catfish fish manure is composted into humus compost for organic gardening farming helping to improve the environment",0,0,0,0,0,0,1,0,0,0,0
"@bailsjacob","phd aquatic ecologist research assistant population community stream lake fish",0,0,0,1,0,0,0,0,0,0,0
"@cpaintingnz","kiwi behavioural ecologist postdocing in singapore sexual selection other fun stuff on insects arachnids currently exploring colour in jumping spiders",0,1,0,0,0,0,0,0,0,0,0
"@7energycycle","student bioenergy therapistcounseller good human",0,1,0,0,0,0,0,0,0,0,0
"@ifishnewyork","we will no longer be using this account actively please follow ifishusa if youd like to stay up to date with ifish news thanks",0,0,0,0,0,0,1,0,0,0,0
"@cicihlarasati",NA,0,0,0,0,0,0,0,0,0,1,0
"@anzuwhite25",NA,0,0,0,0,0,0,0,0,0,1,0
"@jago_mo",NA,0,0,0,0,0,0,0,0,0,1,0
"@fancyjello",NA,0,0,0,0,0,0,0,0,0,1,0
"@bebojeziwize","we will provide 10000 followers to your twitter account with cheapest rates more info http tco b3i6lc84tx usa",0,0,0,0,0,0,0,0,0,0,1
"@andreumanresa","periodista el pas http tco hjpba879si",0,0,0,0,0,0,1,0,0,0,0
"@conklefarms","i know all the words to dumb dumber used solar commodity broker",0,0,0,0,0,0,0,0,0,0,1
"@bschneid23",NA,0,0,0,0,0,0,0,0,0,1,0
"@iowamnh","for over 150 years the u of i museum of natural history has served the academic public communities with exhibitions research educational programs",0,0,1,0,0,0,0,0,0,0,0
"@betsydahl",NA,0,0,0,0,0,0,0,0,0,1,0
"@asfullerton",NA,0,0,0,0,0,0,0,0,0,1,0
"@harrodlab","prof chris harrods group at the universidad de antofagasta chile tweeting on fish aquatic isotope ecology science etc in english spanish",1,0,0,0,0,0,0,0,0,0,0
"@jaylunden","marine biologist interested in global change life on the margin",0,0,0,1,0,0,0,0,0,0,0
"@chrisvdwalt1",NA,0,0,0,0,0,0,0,0,0,1,0
"@chunkymichonne","i love the thunk of my blade hitting walker bone bacon",0,0,0,0,0,0,0,0,0,0,1
"@danarchynow",NA,0,0,0,0,0,0,0,0,0,1,0
"@justincleavitt",NA,0,0,0,0,0,0,0,0,0,1,0
"@ethologyscience","ethology is the scientific study of animal behaviour intelligence cognition sexual behaviour personality learning sociality all that cool stuff",0,1,0,0,0,0,0,0,0,0,0
"@farneislands","hard boat charter from seahouses to the farne islands operating all year for individuals large groups dive shop air station nitrox tank hire",0,0,0,0,0,0,0,0,0,0,1
"@frontmolbiosci","the official twitter feed for the latest open access journal frontiers in molecular biosciences",0,0,0,0,0,1,0,0,0,0,0
"@airfergz18","if you met me you know how i am",0,0,0,0,0,0,0,0,0,0,1
"@gmmace","professor of biodiversity ecosystems director of the centre for biodiversity environment research university college london",1,0,0,0,0,0,0,0,0,0,0
"@jeffshagan","executive director eastern up regional planning development commission building bridges between communities opportunity",0,0,0,0,0,0,0,0,0,0,1
"@basbleue","hoping to finally see a dolphin",0,0,0,0,0,0,0,0,0,0,1
"@dezdelahay",NA,0,0,0,0,0,0,0,0,0,1,0
"@c_lattin","biology postdoc at yale university using medical imaging technology to study the physiology of wild house sparrows",0,1,0,0,0,0,0,0,0,0,0
"@arecibokck","aspiring physicist bibliophile movie tv buff techsavvy atheist",0,0,0,1,0,0,1,0,0,0,0
"@adamkristensson","aerosol particle scientist lund university short lived climate pollutants slcp ship emitted particles new particle formation climate fighter daddy",0,0,0,1,0,0,0,0,0,0,0
"@ianfisheries","works on sharks rays son of wales views ownetc",0,0,0,0,0,0,0,0,0,0,1
"@he_press","media press http tco ra7ztibdjb http tco odhh1m3ajf http tco usdjveeoj1 mailto editorial mhshepresscom for hirephotos are unedited",0,0,0,0,0,0,0,0,0,0,1
"@kathdolmage",NA,0,0,0,0,0,0,0,0,0,1,0
"@abbotkinneyfest","abbot kinney festival venice sun 092814 120000ppl free entry 300 booths live music beer gardens kidsquad dog friendly fun",0,0,0,0,0,0,0,0,0,0,1
"@ecotourcyprus","offroad nature expeditions in cyprus live love explore adventure",0,0,0,0,0,0,0,0,0,0,1
"@jarbunny","ive got nothing but love in this skinny frame",0,0,0,0,0,0,0,0,0,0,1
"@katiesci","grad student focusing on neuroscience single mother knitter science geek most posts will be on science some personal hopefully funny",0,1,0,0,0,0,0,0,0,0,0
"@burkmarr","field studies council biodiversity project officer naturalist biological recorder programmer dog walker views expressed here are my own",0,0,0,1,0,0,0,0,0,0,0
"@4luvofhumor","single mom w an autistic son proud fsu alum go noles reagan conservative support stand w pray 4 israel for christians everywhere",0,0,0,0,0,0,0,0,0,0,1
"@deborahduffy","animal behavior scientist artist photographer avid reader general worrywart",0,0,0,1,0,0,1,0,0,0,0
"@javiesocal","diver tech enthusiast entrepreneur",0,0,0,0,0,0,0,0,0,0,1
"@chrissidhu",NA,0,0,0,0,0,0,0,0,0,1,0
"@hmaravattam",NA,0,0,0,0,0,0,0,0,0,1,0
"@birdwatchingmag","the uks bestselling birding magazine doing what we do best tweeting now available on ipad",0,0,0,0,0,0,0,0,0,0,1
"@anninatakala","doctoral candidate interested in sustainable education water supply sanitation services engineering education",0,1,0,0,0,0,0,0,0,0,0
"@burt_jenn","ecology phd student at sfu interests in kelp forest ecology marine planning on the bc coast",0,1,0,0,0,0,0,0,0,0,0
"@aemcdonaldwlu","comparative biologist alternative oxidase researcher",0,0,0,1,0,0,0,0,0,0,0
"@furmaneeva","professor director environmental policy centre coordinator opennesseu alternetnews",1,0,0,0,0,0,0,0,0,0,0
"@jessfstep","evolutionary ecologist studying sensory ecology hostparasite interactions behaviour i like communication disease death sex basically",0,1,0,0,0,0,0,0,0,0,0
"@goulburngroup","tgg is a not for profit community group committed to sustainable economic social environmental development in the goulburn region the world",0,0,0,0,0,0,0,0,0,0,1
"@jcrueger","digitalhistoriker spdpolitiker amphibienschtzer",0,0,0,0,0,0,0,0,0,0,1
"@cleanwaterwi","clean wisconsins water resources specialist working on state local policy in wi affecting our drinking water lakes rivers useful info my opinions",0,0,0,0,0,0,0,0,0,0,1
"@davidarmanini","background in water management passionate of water renewables managing director prothea science director crinews",0,0,0,0,0,0,1,0,0,0,0
"@daisysih","love epigenetics evolution biologist turned bioinformatician turned tweeter writer phd student at the department of plant sciences cambridge views own",0,1,0,0,0,0,0,0,0,0,0
"@bergstrom_johan","associate professor at lund university sweden all opinions express are someone elses im not that unique",1,0,0,0,0,0,0,0,0,0,0
"@empowernu","empowernu is raising 1 billion for northeasterns students faculty research its people investing in people who will transform our world",1,0,0,0,0,0,0,0,0,0,0
"@egoch","chemist patent attorney secular humanist fond of natural human sciencesphilosophy is my favorite topic",0,0,0,1,0,0,0,0,0,0,0
"@_danielshields","xenophile polyglot with insatiable appetite for media student of permaculture philosophy art music technology meditation gymnastics",0,1,0,0,0,0,0,0,0,0,0
"@britty_oakes",NA,0,0,0,0,0,0,0,0,0,1,0
"@kathrynfeller","newly christened phd studying invertebrate eyes ecology evolution lover of color outdoors woman on a postdoc quest scientific illustrator for hire",0,1,0,0,0,0,0,0,0,0,0
"@hannahoish","i study fish climate change the rest is just details",0,0,0,0,0,1,0,0,0,0,0
"@dorageh",NA,0,0,0,0,0,0,0,0,0,1,0
"@amitfenn","between me mother nature",0,0,0,0,0,0,0,0,0,0,1
"@2014abs","51st annual meeting of the animal behavior society princeton university",0,0,0,0,0,1,0,0,0,0,0
"@atcherleyorguk","watched studied badgers for over 30 years worked for their protection locally nationally vegan stopthecull",0,0,0,0,0,0,0,0,0,0,1
"@ipw2","professor of planetary sciences occasional tweetress",1,0,0,0,0,0,0,0,0,0,0
"@cosettewatson","my skin has turned to porcelain to ivory to steel",0,0,0,0,0,0,0,0,0,0,1
"@1888myre","may all beings live in peace free from exploiting each other free from enmity ill will metta",0,0,0,0,0,0,0,0,0,0,1
"@fida_witarsya",NA,0,0,0,0,0,0,0,0,0,1,0
"@gulenonal","kral learn gcck kz cordelia",0,0,0,0,0,0,0,0,0,0,1
"@firth_john","john firth ceo cofounder of acclimatise tweeting on my personal thoughts on building resilience to a changing climate",0,0,0,0,0,0,0,0,0,0,1
"@bloudermilk74","farm manager at tierra del sol foundation riding instructor at la pierce college on my own i love animals the people that are in my life",0,0,0,0,0,0,0,1,0,0,0
"@barbarina_83","made in pisa from 1983",0,0,0,0,0,0,0,0,0,0,1
"@catchbox_fish","were a food cooperative supplying our members on the south coast with fresh local sustainable fish run by volunteers for no profit infocatchboxcoop",0,0,0,0,0,0,0,0,0,0,1
